Workload: astar |PC: 0x405832 |Belady Evicted: None |LRU Evicted: None |Policy02 Evicted: None | Belady02 Evicted: None |Policy03 Evicted: None | Belady03 Evicted: None |Policy04 Evicted: None | Belady04 Evicted: None
Workload: astar |PC: 0x405832 |Belady Evicted: 0x1abe75b29f1 |LRU Evicted: 0x334a3959471 |Policy02 Evicted: 0x334a3959471 | Belady02 Evicted: 0x1abe75b29f1 |Policy03 Evicted: 0x1abe75b29f1 | Belady03 Evicted: 0x1abe75b29f1 |Policy04 Evicted: 0x334a3959471 | Belady04 Evicted: 0x1abe75b29f1
Workload: astar |PC: 0x405832 |Belady Evicted: None |LRU Evicted: None |Policy02 Evicted: None | Belady02 Evicted: None |Policy03 Evicted: None | Belady03 Evicted: None |Policy04 Evicted: None | Belady04 Evicted: None
Workload: astar |PC: 0x405832 |Belady Evicted: 0x2536645871 |LRU Evicted: 0x334a3959471 |Policy02 Evicted: 0x334a3959471 | Belady02 Evicted: 0x2536645871 |Policy03 Evicted: 0x1abe75b29f1 | Belady03 Evicted: 0x2536645871 |Policy04 Evicted: 0x2536645871 | Belady04 Evicted: 0x2536645871
Workload: astar |PC: 0x405832 |Belady Evicted: 0x3532e510b7f |LRU Evicted: 0x1a21dd74e3f |Policy02 Evicted: 0x1a21dd74e3f | Belady02 Evicted: 0x3532e510b7f |Policy03 Evicted: 0x1a21dd74e3f | Belady03 Evicted: 0x3532e510b7f |Policy04 Evicted: 0x1a21dd74e3f | Belady04 Evicted: 0x3532e510b7f
Workload: astar |PC: 0x405832 |Belady Evicted: None |LRU Evicted: None |Policy02 Evicted: None | Belady02 Evicted: None |Policy03 Evicted: None | Belady03 Evicted: None |Policy04 Evicted: None | Belady04 Evicted: None
Workload: astar |PC: 0x405832 |Belady Evicted: None |LRU Evicted: None |Policy02 Evicted: None | Belady02 Evicted: None |Policy03 Evicted: None | Belady03 Evicted: None |Policy04 Evicted: None | Belady04 Evicted: None
Workload: astar |PC: 0x405832 |Belady Evicted: 0x2b895b32871 |LRU Evicted: 0x334a3959471 |Policy02 Evicted: 0x2b895b32871 | Belady02 Evicted: 0x2b895b32871 |Policy03 Evicted: 0x1abe75b29f1 | Belady03 Evicted: 0x2b895b32871 |Policy04 Evicted: 0x2536645871 | Belady04 Evicted: 0x2b895b32871
Workload: astar |PC: 0x405832 |Belady Evicted: 0x99c4f0ecc7 |LRU Evicted: 0x99c4f0ecc7 |Policy02 Evicted: 0x99c4f0ecc7 | Belady02 Evicted: 0x99c4f0ecc7 |Policy03 Evicted: 0x99c4f0ecc7 | Belady03 Evicted: 0x99c4f0ecc7 |Policy04 Evicted: 0x99c4f0ecc7 | Belady04 Evicted: 0x99c4f0ecc7
Workload: astar |PC: 0x405832 |Belady Evicted: None |LRU Evicted: None |Policy02 Evicted: None | Belady02 Evicted: None |Policy03 Evicted: None | Belady03 Evicted: None |Policy04 Evicted: None | Belady04 Evicted: None
Workload: astar |PC: 0x405832 |Belady Evicted: None |LRU Evicted: None |Policy02 Evicted: None | Belady02 Evicted: None |Policy03 Evicted: None | Belady03 Evicted: None |Policy04 Evicted: None | Belady04 Evicted: None
Workload: astar |PC: 0x405832 |Belady Evicted: None |LRU Evicted: None |Policy02 Evicted: None | Belady02 Evicted: None |Policy03 Evicted: None | Belady03 Evicted: None |Policy04 Evicted: None | Belady04 Evicted: None
Workload: astar |PC: 0x405832 |Belady Evicted: 0x31232a42544 |LRU Evicted: 0x31232a42544 |Policy02 Evicted: 0x31232a42544 | Belady02 Evicted: 0x31232a42544 |Policy03 Evicted: 0x31232a42544 | Belady03 Evicted: 0x31232a42544 |Policy04 Evicted: 0x31232a42544 | Belady04 Evicted: 0x31232a42544
Workload: astar |PC: 0x405832 |Belady Evicted: 0x99c4f10c71 |LRU Evicted: 0x334a3959471 |Policy02 Evicted: 0x2b895b32871 | Belady02 Evicted: 0x99c4f10c71 |Policy03 Evicted: 0x1abe75b29f1 | Belady03 Evicted: 0x99c4f10c71 |Policy04 Evicted: 0x2536645871 | Belady04 Evicted: 0x99c4f10c71
Workload: astar |PC: 0x405832 |Belady Evicted: 0x2f355fb508f |LRU Evicted: 0x2f355fb508f |Policy02 Evicted: 0x2f355fb508f | Belady02 Evicted: 0x2f355fb508f |Policy03 Evicted: 0x2f355fb508f | Belady03 Evicted: 0x2f355fb508f |Policy04 Evicted: 0x2f355fb508f | Belady04 Evicted: 0x2f355fb508f
Workload: astar |PC: 0x405832 |Belady Evicted: 0x1f14cc9a96a |LRU Evicted: 0x1f14cc9a96a |Policy02 Evicted: 0x1f14cc9a96a | Belady02 Evicted: 0x1f14cc9a96a |Policy03 Evicted: 0x1f14cc9a96a | Belady03 Evicted: 0x1f14cc9a96a |Policy04 Evicted: 0x1f14cc9a96a | Belady04 Evicted: 0x1f14cc9a96a
Workload: astar |PC: 0x405832 |Belady Evicted: None |LRU Evicted: None |Policy02 Evicted: None | Belady02 Evicted: None |Policy03 Evicted: None | Belady03 Evicted: None |Policy04 Evicted: None | Belady04 Evicted: None
Workload: astar |PC: 0x405832 |Belady Evicted: None |LRU Evicted: None |Policy02 Evicted: None | Belady02 Evicted: None |Policy03 Evicted: None | Belady03 Evicted: None |Policy04 Evicted: None | Belady04 Evicted: None
Workload: astar |PC: 0x405832 |Belady Evicted: None |LRU Evicted: None |Policy02 Evicted: None | Belady02 Evicted: None |Policy03 Evicted: None | Belady03 Evicted: None |Policy04 Evicted: None | Belady04 Evicted: None
Workload: astar |PC: 0x405832 |Belady Evicted: 0x19ec70cdcba |LRU Evicted: 0x19ec70cdcba |Policy02 Evicted: 0x19ec70cdcba | Belady02 Evicted: 0x19ec70cdcba |Policy03 Evicted: 0x19ec70cdcba | Belady03 Evicted: 0x19ec70cdcba |Policy04 Evicted: 0x19ec70cdcba | Belady04 Evicted: 0x19ec70cdcba
Workload: astar |PC: 0x405828 |Belady Evicted: 0x3f11f2efc71 |LRU Evicted: 0x334a3959471 |Policy02 Evicted: 0x2b895b32871 | Belady02 Evicted: 0x3f11f2efc71 |Policy03 Evicted: 0x3f11f2efc71 | Belady03 Evicted: 0x3f11f2efc71 |Policy04 Evicted: 0x99c4f10c71 | Belady04 Evicted: 0x3f11f2efc71
Workload: astar |PC: 0x405832 |Belady Evicted: 0x99c4f14c4e |LRU Evicted: 0x286af60198e |Policy02 Evicted: 0x99c4f14c4e | Belady02 Evicted: 0x99c4f14c4e |Policy03 Evicted: 0x99c4f14c4e | Belady03 Evicted: 0x99c4f14c4e |Policy04 Evicted: 0x286af60198e | Belady04 Evicted: 0x99c4f14c4e
Workload: astar |PC: 0x405832 |Belady Evicted: 0x39bc892f63f |LRU Evicted: 0x1a21dd74e3f |Policy02 Evicted: 0x1a21dd74e3f | Belady02 Evicted: 0x39bc892f63f |Policy03 Evicted: 0x1a21dd74e3f | Belady03 Evicted: 0x39bc892f63f |Policy04 Evicted: 0x1a21dd74e3f | Belady04 Evicted: 0x39bc892f63f
Workload: astar |PC: 0x405832 |Belady Evicted: None |LRU Evicted: None |Policy02 Evicted: None | Belady02 Evicted: None |Policy03 Evicted: None | Belady03 Evicted: None |Policy04 Evicted: None | Belady04 Evicted: None
Workload: astar |PC: 0x405832 |Belady Evicted: 0x35520d0771 |LRU Evicted: 0x334a3959471 |Policy02 Evicted: 0x2b895b32871 | Belady02 Evicted: 0x35520d0771 |Policy03 Evicted: 0x3f11f2efc71 | Belady03 Evicted: 0x35520d0771 |Policy04 Evicted: 0x99c4f10c71 | Belady04 Evicted: 0x35520d0771
Workload: astar |PC: 0x405832 |Belady Evicted: None |LRU Evicted: None |Policy02 Evicted: None | Belady02 Evicted: None |Policy03 Evicted: None | Belady03 Evicted: None |Policy04 Evicted: None | Belady04 Evicted: None
Workload: astar |PC: 0x405832 |Belady Evicted: 0x3532e5111ca |LRU Evicted: 0x3532e5111ca |Policy02 Evicted: 0x3532e5111ca | Belady02 Evicted: 0x3532e5111ca |Policy03 Evicted: 0x3532e5111ca | Belady03 Evicted: 0x3532e5111ca |Policy04 Evicted: 0x3532e5111ca | Belady04 Evicted: 0x3532e5111ca
Workload: astar |PC: 0x405832 |Belady Evicted: 0x9359563faf |LRU Evicted: 0xb0b2ecffaf |Policy02 Evicted: 0xb0b2ecffaf | Belady02 Evicted: 0x9359563faf |Policy03 Evicted: 0xb0b2ecffaf | Belady03 Evicted: 0x9359563faf |Policy04 Evicted: 0x9359563faf | Belady04 Evicted: 0x9359563faf
Workload: astar |PC: 0x405832 |Belady Evicted: 0x33e5817453e |LRU Evicted: 0x33e5817453e |Policy02 Evicted: 0x33e5817453e | Belady02 Evicted: 0x33e5817453e |Policy03 Evicted: 0x33e5817453e | Belady03 Evicted: 0x33e5817453e |Policy04 Evicted: 0x33e5817453e | Belady04 Evicted: 0x33e5817453e
Workload: astar |PC: 0x405832 |Belady Evicted: 0x1b1bc792944 |LRU Evicted: 0x31232a42544 |Policy02 Evicted: 0x1b1bc792944 | Belady02 Evicted: 0x1b1bc792944 |Policy03 Evicted: 0x31232a42544 | Belady03 Evicted: 0x1b1bc792944 |Policy04 Evicted: 0x1b1bc792944 | Belady04 Evicted: 0x1b1bc792944
Workload: astar |PC: 0x405828 |Belady Evicted: 0x35520d0714 |LRU Evicted: 0x35520d0714 |Policy02 Evicted: 0x35520d0714 | Belady02 Evicted: 0x35520d0714 |Policy03 Evicted: 0x35520d0714 | Belady03 Evicted: 0x35520d0714 |Policy04 Evicted: 0x35520d0714 | Belady04 Evicted: 0x35520d0714
Workload: astar |PC: 0x405832 |Belady Evicted: 0x210528d2d9d |LRU Evicted: 0x210528d2d9d |Policy02 Evicted: 0x210528d2d9d | Belady02 Evicted: 0x210528d2d9d |Policy03 Evicted: 0x210528d2d9d | Belady03 Evicted: 0x210528d2d9d |Policy04 Evicted: 0x210528d2d9d | Belady04 Evicted: 0x210528d2d9d
Workload: astar |PC: 0x405832 |Belady Evicted: 0x2bfd401df71 |LRU Evicted: 0x334a3959471 |Policy02 Evicted: 0x2b895b32871 | Belady02 Evicted: 0x2bfd401df71 |Policy03 Evicted: 0x3f11f2efc71 | Belady03 Evicted: 0x2bfd401df71 |Policy04 Evicted: 0x99c4f10c71 | Belady04 Evicted: 0x2bfd401df71
Workload: astar |PC: 0x405832 |Belady Evicted: 0x1abe75b5faf |LRU Evicted: 0xb0b2ecffaf |Policy02 Evicted: 0x1abe75b5faf | Belady02 Evicted: 0x1abe75b5faf |Policy03 Evicted: 0x1abe75b5faf | Belady03 Evicted: 0x1abe75b5faf |Policy04 Evicted: 0x1abe75b5faf | Belady04 Evicted: 0x1abe75b5faf
Workload: astar |PC: 0x405832 |Belady Evicted: 0x286af5fd16a |LRU Evicted: 0x1f14cc9a96a |Policy02 Evicted: 0x286af5fd16a | Belady02 Evicted: 0x286af5fd16a |Policy03 Evicted: 0x286af5fd16a | Belady03 Evicted: 0x286af5fd16a |Policy04 Evicted: 0x286af5fd16a | Belady04 Evicted: 0x286af5fd16a
Workload: astar |PC: 0x405832 |Belady Evicted: 0x3532e51016a |LRU Evicted: 0x1f14cc9a96a |Policy02 Evicted: 0x286af5fd16a | Belady02 Evicted: 0x3532e51016a |Policy03 Evicted: 0x286af5fd16a | Belady03 Evicted: 0x3532e51016a |Policy04 Evicted: 0x286af5fd16a | Belady04 Evicted: 0x3532e51016a
Workload: astar |PC: 0x405832 |Belady Evicted: 0x1faecf209e8 |LRU Evicted: 0x1faecf209e8 |Policy02 Evicted: 0x1faecf209e8 | Belady02 Evicted: 0x1faecf209e8 |Policy03 Evicted: 0x1faecf209e8 | Belady03 Evicted: 0x1faecf209e8 |Policy04 Evicted: 0x1faecf209e8 | Belady04 Evicted: 0x1faecf209e8
Workload: astar |PC: 0x405832 |Belady Evicted: 0x306d7c81f3 |LRU Evicted: 0x306d7c81f3 |Policy02 Evicted: 0x306d7c81f3 | Belady02 Evicted: 0x306d7c81f3 |Policy03 Evicted: 0x306d7c81f3 | Belady03 Evicted: 0x306d7c81f3 |Policy04 Evicted: 0x306d7c81f3 | Belady04 Evicted: 0x306d7c81f3
Workload: astar |PC: 0x405832 |Belady Evicted: 0x935956609d |LRU Evicted: 0x210528d2d9d |Policy02 Evicted: 0x210528d2d9d | Belady02 Evicted: 0x935956609d |Policy03 Evicted: 0x210528d2d9d | Belady03 Evicted: 0x935956609d |Policy04 Evicted: 0x210528d2d9d | Belady04 Evicted: 0x935956609d
Workload: astar |PC: 0x405832 |Belady Evicted: 0xcaf452f91f |LRU Evicted: 0xcaf452f91f |Policy02 Evicted: 0xcaf452f91f | Belady02 Evicted: 0xcaf452f91f |Policy03 Evicted: 0xcaf452f91f | Belady03 Evicted: 0xcaf452f91f |Policy04 Evicted: 0xcaf452f91f | Belady04 Evicted: 0xcaf452f91f
Workload: astar |PC: 0x405828 |Belady Evicted: 0x306d7c3faf |LRU Evicted: 0xb0b2ecffaf |Policy02 Evicted: 0x1abe75b5faf | Belady02 Evicted: 0x306d7c3faf |Policy03 Evicted: 0x1abe75b5faf | Belady03 Evicted: 0x306d7c3faf |Policy04 Evicted: 0x1abe75b5faf | Belady04 Evicted: 0x306d7c3faf
Workload: astar |PC: 0x405832 |Belady Evicted: 0xcaf452e22e |LRU Evicted: 0xcaf452e22e |Policy02 Evicted: 0xcaf452e22e | Belady02 Evicted: 0xcaf452e22e |Policy03 Evicted: 0xcaf452e22e | Belady03 Evicted: 0xcaf452e22e |Policy04 Evicted: 0xcaf452e22e | Belady04 Evicted: 0xcaf452e22e
Workload: astar |PC: 0x405828 |Belady Evicted: 0x1d0ff3eefb5 |LRU Evicted: 0x1d0ff3eefb5 |Policy02 Evicted: 0x1d0ff3eefb5 | Belady02 Evicted: 0x1d0ff3eefb5 |Policy03 Evicted: 0x1d0ff3eefb5 | Belady03 Evicted: 0x1d0ff3eefb5 |Policy04 Evicted: 0x1d0ff3eefb5 | Belady04 Evicted: 0x1d0ff3eefb5
Workload: astar |PC: 0x405832 |Belady Evicted: 0x35520d07b5 |LRU Evicted: 0x1d0ff3eefb5 |Policy02 Evicted: 0x35520d07b5 | Belady02 Evicted: 0x35520d07b5 |Policy03 Evicted: 0x1d0ff3eefb5 | Belady03 Evicted: 0x35520d07b5 |Policy04 Evicted: 0x35520d07b5 | Belady04 Evicted: 0x35520d07b5
Workload: astar |PC: 0x405832 |Belady Evicted: 0x35520d06f6 |LRU Evicted: 0x35520d06f6 |Policy02 Evicted: 0x35520d06f6 | Belady02 Evicted: 0x35520d06f6 |Policy03 Evicted: 0x35520d06f6 | Belady03 Evicted: 0x35520d06f6 |Policy04 Evicted: 0x35520d06f6 | Belady04 Evicted: 0x35520d06f6
Workload: astar |PC: 0x405832 |Belady Evicted: 0x99c4f1409d |LRU Evicted: 0x210528d2d9d |Policy02 Evicted: 0x99c4f1409d | Belady02 Evicted: 0x99c4f1409d |Policy03 Evicted: 0x210528d2d9d | Belady03 Evicted: 0x99c4f1409d |Policy04 Evicted: 0x210528d2d9d | Belady04 Evicted: 0x99c4f1409d
Workload: astar |PC: 0x405832 |Belady Evicted: 0xa35f3cfe44 |LRU Evicted: 0x31232a42544 |Policy02 Evicted: 0xa35f3cfe44 | Belady02 Evicted: 0xa35f3cfe44 |Policy03 Evicted: 0xa35f3cfe44 | Belady03 Evicted: 0xa35f3cfe44 |Policy04 Evicted: 0x1b1bc792944 | Belady04 Evicted: 0xa35f3cfe44
Workload: astar |PC: 0x405832 |Belady Evicted: 0x286af60211f |LRU Evicted: 0xcaf452f91f |Policy02 Evicted: 0xcaf452f91f | Belady02 Evicted: 0x286af60211f |Policy03 Evicted: 0x286af60211f | Belady03 Evicted: 0x286af60211f |Policy04 Evicted: 0xcaf452f91f | Belady04 Evicted: 0x286af60211f
Workload: astar |PC: 0x405832 |Belady Evicted: None |LRU Evicted: None |Policy02 Evicted: None | Belady02 Evicted: None |Policy03 Evicted: None | Belady03 Evicted: None |Policy04 Evicted: None | Belady04 Evicted: None
Workload: astar |PC: 0x405832 |Belady Evicted: 0x286af6011ca |LRU Evicted: 0x3532e5111ca |Policy02 Evicted: 0x3532e5111ca | Belady02 Evicted: 0x286af6011ca |Policy03 Evicted: 0x3532e5111ca | Belady03 Evicted: 0x286af6011ca |Policy04 Evicted: 0x3532e5111ca | Belady04 Evicted: 0x286af6011ca
Workload: astar |PC: 0x405832 |Belady Evicted: 0x286af6011c8 |LRU Evicted: 0x286af6011c8 |Policy02 Evicted: 0x286af6011c8 | Belady02 Evicted: 0x286af6011c8 |Policy03 Evicted: 0x286af6011c8 | Belady03 Evicted: 0x286af6011c8 |Policy04 Evicted: 0x286af6011c8 | Belady04 Evicted: 0x286af6011c8
Workload: astar |PC: 0x405832 |Belady Evicted: 0x2f6b92ad771 |LRU Evicted: 0x334a3959471 |Policy02 Evicted: 0x2b895b32871 | Belady02 Evicted: 0x2f6b92ad771 |Policy03 Evicted: 0x3f11f2efc71 | Belady03 Evicted: 0x2f6b92ad771 |Policy04 Evicted: 0x1abe75b29f1 | Belady04 Evicted: 0x2f6b92ad771
Workload: astar |PC: 0x405832 |Belady Evicted: 0x1faecf2389d |LRU Evicted: 0x210528d2d9d |Policy02 Evicted: 0x99c4f1409d | Belady02 Evicted: 0x1faecf2389d |Policy03 Evicted: 0x210528d2d9d | Belady03 Evicted: 0x1faecf2389d |Policy04 Evicted: 0x935956609d | Belady04 Evicted: 0x1faecf2389d
Workload: astar |PC: 0x405832 |Belady Evicted: 0x1faecf1dd90 |LRU Evicted: 0x1faecf1dd90 |Policy02 Evicted: 0x1faecf1dd90 | Belady02 Evicted: 0x1faecf1dd90 |Policy03 Evicted: 0x1faecf1dd90 | Belady03 Evicted: 0x1faecf1dd90 |Policy04 Evicted: 0x1faecf1dd90 | Belady04 Evicted: 0x1faecf1dd90
Workload: astar |PC: 0x405832 |Belady Evicted: 0x95eea1c4bb |LRU Evicted: 0x95eea1c4bb |Policy02 Evicted: 0x95eea1c4bb | Belady02 Evicted: 0x95eea1c4bb |Policy03 Evicted: 0x95eea1c4bb | Belady03 Evicted: 0x95eea1c4bb |Policy04 Evicted: 0x95eea1c4bb | Belady04 Evicted: 0x95eea1c4bb
Workload: astar |PC: 0x405832 |Belady Evicted: 0x2f6b92ac871 |LRU Evicted: 0x334a3959471 |Policy02 Evicted: 0x2b895b32871 | Belady02 Evicted: 0x2f6b92ac871 |Policy03 Evicted: 0x3f11f2efc71 | Belady03 Evicted: 0x2f6b92ac871 |Policy04 Evicted: 0x1abe75b29f1 | Belady04 Evicted: 0x2f6b92ac871
Workload: astar |PC: 0x405832 |Belady Evicted: 0x9e3c9a318e |LRU Evicted: 0x286af60198e |Policy02 Evicted: 0x9e3c9a318e | Belady02 Evicted: 0x9e3c9a318e |Policy03 Evicted: 0x99c4f14c4e | Belady03 Evicted: 0x9e3c9a318e |Policy04 Evicted: 0x9e3c9a318e | Belady04 Evicted: 0x9e3c9a318e
Workload: astar |PC: 0x405832 |Belady Evicted: 0x99c4f1637f |LRU Evicted: 0x1a21dd74e3f |Policy02 Evicted: 0x1a21dd74e3f | Belady02 Evicted: 0x99c4f1637f |Policy03 Evicted: 0x1a21dd74e3f | Belady03 Evicted: 0x99c4f1637f |Policy04 Evicted: 0x1a21dd74e3f | Belady04 Evicted: 0x99c4f1637f
Workload: astar |PC: 0x405832 |Belady Evicted: 0x31232a3db36 |LRU Evicted: 0x35520d06f6 |Policy02 Evicted: 0x35520d06f6 | Belady02 Evicted: 0x31232a3db36 |Policy03 Evicted: 0x35520d06f6 | Belady03 Evicted: 0x31232a3db36 |Policy04 Evicted: 0x31232a3db36 | Belady04 Evicted: 0x31232a3db36
Workload: astar |PC: 0x405832 |Belady Evicted: 0x9e3c9a698e |LRU Evicted: 0x286af60198e |Policy02 Evicted: 0x9e3c9a318e | Belady02 Evicted: 0x9e3c9a698e |Policy03 Evicted: 0x99c4f14c4e | Belady03 Evicted: 0x9e3c9a698e |Policy04 Evicted: 0x9e3c9a318e | Belady04 Evicted: 0x9e3c9a698e
Workload: astar |PC: 0x405832 |Belady Evicted: None |LRU Evicted: None |Policy02 Evicted: None | Belady02 Evicted: None |Policy03 Evicted: None | Belady03 Evicted: None |Policy04 Evicted: None | Belady04 Evicted: None
Workload: astar |PC: 0x405832 |Belady Evicted: 0x99c4f0f7b5 |LRU Evicted: 0x1d0ff3eefb5 |Policy02 Evicted: 0x35520d07b5 | Belady02 Evicted: 0x99c4f0f7b5 |Policy03 Evicted: 0x99c4f0f7b5 | Belady03 Evicted: 0x99c4f0f7b5 |Policy04 Evicted: 0x35520d07b5 | Belady04 Evicted: 0x99c4f0f7b5
Workload: astar |PC: 0x405832 |Belady Evicted: 0x95eea1c471 |LRU Evicted: 0x334a3959471 |Policy02 Evicted: 0x2b895b32871 | Belady02 Evicted: 0x95eea1c471 |Policy03 Evicted: 0x95eea1c471 | Belady03 Evicted: 0x95eea1c471 |Policy04 Evicted: 0x1abe75b29f1 | Belady04 Evicted: 0x95eea1c471
Workload: astar |PC: 0x405832 |Belady Evicted: 0x2f355fb509d |LRU Evicted: 0x210528d2d9d |Policy02 Evicted: 0x99c4f1409d | Belady02 Evicted: 0x2f355fb509d |Policy03 Evicted: 0x210528d2d9d | Belady03 Evicted: 0x2f355fb509d |Policy04 Evicted: 0x935956609d | Belady04 Evicted: 0x2f355fb509d
Workload: astar |PC: 0x405832 |Belady Evicted: 0x126542aa0c4 |LRU Evicted: 0x31232a42544 |Policy02 Evicted: 0xa35f3cfe44 | Belady02 Evicted: 0x126542aa0c4 |Policy03 Evicted: 0xa35f3cfe44 | Belady03 Evicted: 0x126542aa0c4 |Policy04 Evicted: 0x1b1bc792944 | Belady04 Evicted: 0x126542aa0c4
Workload: astar |PC: 0x405828 |Belady Evicted: 0x286af5ff846 |LRU Evicted: 0x286af5ff846 |Policy02 Evicted: 0x286af5ff846 | Belady02 Evicted: 0x286af5ff846 |Policy03 Evicted: 0x286af5ff846 | Belady03 Evicted: 0x286af5ff846 |Policy04 Evicted: 0x286af5ff846 | Belady04 Evicted: 0x286af5ff846
Workload: astar |PC: 0x405832 |Belady Evicted: 0xcadafbf98e |LRU Evicted: 0x286af60198e |Policy02 Evicted: 0x9e3c9a318e | Belady02 Evicted: 0xcadafbf98e |Policy03 Evicted: 0x99c4f14c4e | Belady03 Evicted: 0xcadafbf98e |Policy04 Evicted: 0x9e3c9a318e | Belady04 Evicted: 0xcadafbf98e
